user_id,group,satisfaction_score
user_003291,control,84.17
user_003292,control,80.48
user_003293,control,82.26
user_003294,control,89.4
user_003295,control,85.76
user_003296,control,80.67
user_003297,control,85.69
user_003298,control,64.18
user_003299,control,59.98
user_003300,control,76.57
user_003301,control,75.69
user_003302,control,69.56
user_003303,control,83.26
user_003304,control,56.37
user_003305,control,69.65
user_003306,control,70.15
user_003307,control,58.64
user_003308,control,89.95
user_003309,control,61.41
user_003310,control,69.12
user_003311,control,84.08
user_003312,control,81.46
user_003313,control,63.92
user_003314,control,81.82
user_003315,control,77.9
user_003316,control,98.33
user_003317,control,79.04
user_003318,control,73.59
user_003319,control,66.43
user_003320,control,67.56
user_003321,control,66.74
user_003322,control,88.71
user_003323,control,75.18
user_003324,control,80.65
user_003325,control,90.14
user_003326,control,51.42
user_003327,control,87.79
user_003328,control,75.55
user_003329,control,79.35
user_003330,control,66.72
user_003331,control,67.45
user_003332,control,79.89
user_003333,control,98.85
user_003334,control,85.03
user_003335,control,87.66
user_003336,control,73.08
user_003337,control,69.0
user_003338,control,67.19
user_003339,control,70.12
user_003340,control,54.47
user_003341,control,67.75
user_003342,control,69.4
user_003343,control,73.25
user_003344,control,76.32
user_003345,control,78.62
user_003346,control,74.85
user_003347,control,69.19
user_003348,control,55.37
user_003349,control,69.25
user_003350,control,65.28
user_003351,control,79.66
user_003352,control,84.09
user_003353,control,84.39
user_003354,control,82.57
user_003355,control,73.66
user_003356,control,69.78
user_003357,control,67.53
user_003358,control,59.93
user_003359,control,84.92
user_003360,control,73.25
user_003361,control,62.54
user_003362,control,66.74
user_003363,control,66.33
user_003364,control,75.43
user_003365,control,85.67
user_003366,control,71.52
user_003367,control,52.47
user_003368,control,73.11
user_003369,control,73.44
user_003370,control,72.75
user_003371,control,68.73
user_003372,control,77.17
user_003373,control,75.66
user_003374,control,74.75
user_003375,control,79.13
user_003376,control,70.7
user_003377,control,70.13
user_003378,control,88.8
user_003379,control,80.59
user_003380,control,83.27
user_003381,control,87.26
user_003382,control,80.26
user_003383,control,84.28
user_003384,control,59.21
user_003385,control,77.04
user_003386,control,73.17
user_003387,control,91.78
user_003388,control,84.28
user_003389,control,68.7
user_003390,control,78.73
user_003391,control,76.68
user_003392,control,79.54
user_003393,control,64.81
user_003394,control,78.6
user_003395,control,72.72
user_003396,control,77.82
user_003397,control,67.76
user_003398,control,69.15
user_003399,control,86.74
user_003400,control,64.48
user_003401,control,65.22
user_003402,control,74.48
user_003403,control,67.28
user_003404,control,66.15
user_003405,control,76.05
user_003406,control,59.95
user_003407,control,64.92
user_003408,control,95.54
user_003409,control,79.59
user_003410,control,67.53
user_003411,control,79.18
user_003412,control,80.67
user_003413,control,84.94
user_003414,control,73.73
user_003415,control,84.76
user_003416,control,54.62
user_003417,control,64.44
user_003418,control,76.64
user_003419,control,78.3
user_003420,control,65.88
user_003421,control,77.59
user_003422,control,68.76
user_003423,control,72.23
user_003424,control,85.25
user_003425,control,84.09
user_003426,control,65.03
user_003427,control,64.43
user_003428,control,70.89
user_003429,control,74.73
user_003430,control,68.42
user_003431,control,85.41
user_003432,control,78.47
user_003433,control,79.06
user_003434,control,62.33
user_003435,control,86.67
user_003436,control,46.8
user_003437,control,83.34
user_003438,control,84.34
user_003439,control,70.68
user_003440,control,87.73
user_003441,control,74.37
user_003442,control,75.62
user_003443,control,78.4
user_003444,control,106.87
user_003445,control,88.44
user_003446,control,82.01
user_003447,control,65.87
user_003448,control,76.44
user_003449,control,66.87
user_003450,control,83.22
user_003451,control,76.4
user_003452,control,63.75
user_003453,control,75.81
user_003454,control,66.51
user_003455,control,76.51
user_003456,control,66.41
user_003457,control,75.27
user_003458,control,82.5
user_003459,control,74.47
user_003460,control,71.09
user_003461,control,77.03
user_003462,control,81.97
user_003463,control,63.93
user_003464,control,77.61
user_003465,control,88.18
user_003466,control,80.74
user_003467,control,75.58
user_003468,control,81.4
user_003469,control,79.52
user_003470,control,82.54
user_003471,control,54.76
user_003472,control,59.47
user_003473,control,85.05
user_003474,control,59.95
user_003475,control,79.02
user_003476,control,71.48
user_003477,control,65.04
user_003478,control,78.5
user_003479,control,77.01
user_003480,control,96.1
user_003481,control,68.75
user_003482,control,89.4
user_003483,control,78.52
user_003484,control,68.39
user_003485,control,82.99
user_003486,control,80.66
user_003487,control,75.36
user_003488,control,77.66
user_003489,control,69.03
user_003490,control,66.74
user_003491,control,82.59
user_003492,control,72.76
user_003493,control,74.2
user_003494,control,77.8
user_003495,control,77.65
user_003496,control,60.71
user_003497,control,87.86
user_003498,control,76.21
user_003499,control,72.97
user_003500,control,79.31
user_003501,control,77.37
user_003502,control,82.67
user_003503,control,80.38
user_003504,control,82.18
user_003505,control,88.51
user_003506,control,83.84
user_003507,control,73.4
user_003508,control,63.77
user_003509,control,91.68
user_003510,control,72.62
user_003511,control,70.27
user_003512,control,57.63
user_003513,control,78.38
user_003514,control,76.49
user_003515,control,59.85
user_003516,control,79.53
user_003517,control,70.02
user_003518,control,101.9
user_003519,control,69.31
user_003520,control,70.65
user_003521,control,66.25
user_003522,control,87.78
user_003523,control,71.27
user_003524,control,67.75
user_003525,control,82.07
user_003526,control,61.2
user_003527,control,81.25
user_003528,control,92.81
user_003529,control,80.67
user_003530,control,81.38
user_003531,control,83.7
user_003532,control,92.1
user_003533,control,87.1
user_003534,control,79.4
user_003535,control,84.04
user_003536,control,66.14
user_003537,control,82.76
user_003538,control,64.94
user_003539,control,71.33
user_003540,control,44.17
user_003541,control,79.01
user_003542,control,68.56
user_003543,control,86.11
user_003544,control,78.9
user_003545,control,86.24
user_003546,control,64.16
user_003547,control,85.38
user_003548,control,96.06
user_003549,control,82.64
user_003550,control,82.9
user_003551,control,76.7
user_003552,control,69.75
user_003553,control,82.61
user_003554,control,59.94
user_003555,control,70.82
user_003556,control,57.29
user_003557,control,67.96
user_003558,control,81.42
user_003559,control,80.05
user_003560,control,75.51
user_003561,control,76.7
user_003562,control,56.14
user_003563,control,71.27
user_003564,control,68.19
user_003565,control,68.41
user_003566,control,81.0
user_003567,control,66.39
user_003568,control,68.95
user_003569,control,54.13
user_003570,control,72.06
user_003571,control,64.12
user_003572,control,75.79
user_003573,control,65.49
user_003574,control,76.05
user_003575,control,73.55
user_003576,control,91.72
user_003577,control,79.97
user_003578,control,56.6
user_003579,control,62.35
user_003580,control,75.55
user_003581,control,65.7
user_003582,control,45.32
user_003583,control,88.5
user_003584,control,82.2
user_003585,control,80.21
user_003586,control,68.93
user_003587,control,79.28
user_003588,control,67.96
user_003589,control,77.05
user_003590,control,65.79
user_003591,control,90.16
user_003592,control,59.3
user_003593,control,87.32
user_003594,control,75.39
user_003595,control,70.11
user_003596,control,76.67
user_003597,control,82.33
user_003598,control,88.67
user_003599,control,78.13
user_003600,control,66.09
user_003601,control,75.56
user_003602,control,93.17
user_003603,control,88.48
user_003604,control,84.09
user_003605,control,82.96
user_003606,control,81.99
user_003607,control,86.59
user_003608,control,70.43
user_003609,control,61.45
user_003610,control,75.69
user_003611,control,66.82
user_003612,control,64.45
user_003613,control,67.8
user_003614,control,99.85
user_003615,control,76.36
user_003616,control,78.62
user_003617,control,62.78
user_003618,control,56.56
user_003619,control,66.81
user_003620,control,89.38
user_003621,control,78.34
user_003622,control,80.99
user_003623,control,82.39
user_003624,control,69.09
user_003625,control,88.88
user_003626,control,68.67
user_003627,control,89.06
user_003628,control,79.42
user_003629,control,57.11
user_003630,control,67.52
user_003631,control,57.15
user_003632,control,86.63
user_003633,control,74.75
user_003634,control,52.72
user_003635,control,78.76
user_003636,control,69.63
user_003637,control,60.16
user_003638,control,91.78
user_003639,control,76.07
user_003640,control,72.07
user_003641,control,71.01
user_003642,control,59.87
user_003643,control,61.95
user_003644,control,87.85
user_003645,control,70.26
user_003646,control,75.22
user_003647,control,54.56
user_003648,control,61.82
user_003649,control,81.1
user_003650,control,78.78
user_003651,control,92.53
user_003652,control,88.43
user_003653,control,72.69
user_003654,control,79.73
user_003655,control,71.83
user_003656,control,95.55
user_003657,control,86.49
user_003658,control,76.7
user_003659,control,77.0
user_003660,control,89.45
user_003661,control,80.8
user_003662,control,90.59
user_003663,control,53.06
user_003664,control,79.61
user_003665,control,69.85
user_003666,control,92.56
user_003667,control,90.46
user_003668,control,75.33
user_003669,control,90.36
user_003670,control,92.83
user_003671,control,75.74
user_003672,control,99.72
user_003673,control,74.69
user_003674,control,72.85
user_003675,control,83.66
user_003676,control,71.46
user_003677,control,75.85
user_003678,control,89.09
user_003679,control,75.19
user_003680,control,58.05
user_003681,control,78.67
user_003682,control,68.04
user_003683,control,83.65
user_003684,control,81.96
user_003685,control,89.71
user_003686,control,84.08
user_003687,control,85.9
user_003688,control,68.31
user_003689,control,83.04
user_003690,control,94.68
user_003691,control,68.11
user_003692,control,93.0
user_003693,control,69.51
user_003694,control,66.48
user_003695,control,77.96
user_003696,control,82.16
user_003697,control,84.12
user_003698,control,65.38
user_003699,control,79.35
user_003700,control,68.14
user_003701,control,60.11
user_003702,control,65.71
user_003703,control,67.49
user_003704,control,80.22
user_003705,control,86.52
user_003706,control,60.27
user_003707,control,78.52
user_003708,control,63.23
user_003709,control,81.29
user_003710,control,68.77
user_003711,control,64.49
user_003712,control,83.0
user_003713,control,69.13
user_003714,control,71.84
user_003715,control,52.8
user_003716,control,84.47
user_003717,control,83.21
user_003718,control,75.05
user_003719,control,59.72
user_003720,control,87.09
user_003721,control,68.34
user_003722,control,70.47
user_003723,control,98.12
user_003724,control,67.96
user_003725,control,82.42
user_003726,control,80.62
user_003727,control,78.9
user_003728,control,77.82
user_003729,control,78.76
user_003730,control,77.72
user_003731,control,74.48
user_003732,control,90.11
user_003733,control,61.87
user_003734,control,85.21
user_003735,control,83.22
user_003736,control,81.98
user_003737,control,86.17
user_003738,control,74.07
user_003739,control,56.31
user_003740,control,74.28
user_003741,control,65.09
user_003742,control,67.68
user_003743,control,62.58
user_003744,control,70.23
user_003745,control,69.03
user_003746,control,51.22
user_003747,control,82.0
user_003748,control,97.2
user_003749,control,81.06
user_003750,control,72.97
user_003751,control,74.45
user_003752,control,70.79
user_003753,control,75.9
user_003754,control,74.63
user_003755,control,66.59
user_003756,control,91.83
user_003757,control,60.13
